Drug_Name,Reason,Description
Oxidoben Gel(Topical) 15gm,Acne,Mild to moderate acne (spots)
Oxtiv AP Gel(Topical) 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
Paknet C Gel(Topical) 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Papulex Cream 15gmPapulex Cleansing Gel 100ml,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Percuna 2.5% Gel 20gmPercuna 5% Gel 20gm,Acne,treat the most severe form of acne (nodular acne) 
Pernex AC 2.5% Gel 20gmPernex AC 5% Gel 50gmPernex AC 5% Gel 20gm,Acne,treat the most severe form of acne (nodular acne) 
Perobar 5% Bar 75gmPerobar 2.5% Bar 75gm,Acne,treat the most severe form of acne (nodular acne) 
Peroclin 5% Gel 15gmPeroclin 2.5% Gel 15gm,Acne, treat acne vulgaris 
Peroduo Gel 15gm,Acne, treat acne vulgaris 
Perowas 2.5% Face Wash 50gm,Acne, treat mild to moderate acne(spots)
Perowash 2.50% Facewash 50gm,Acne,treatment of dry scaly skin disorders of the scalp
Persol Forte Cream 20gmPersol AC 5mg Gel 20gmPersol Forte Cream 30gmPersol 2.5% Soap 75gmPersol 2.5% Gel 20gm,Acne,combined with anti-acne actives of both natural and synthetic origin
Persol AC 2.5% Gel 30gm,Acne," gives smooth, soft, supple and fresh feeling to the skin"
Persol AC 5 Gel 30gm,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple."
Persol Plus Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp
Pigmason Cream 20gm,Acne,Mild to moderate acne (spots)
Pimoff 1% Gel 20gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
Pimple Cure Cream 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Pinoin 10mg Capsule 10'SPinoin 5mg Tablet 10'SPinoin 0.05% Cream 20gmPinoin 20mg Capsule 10'SPinoin 0.025% Cream 20gmPinoin 5mg Capsule 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Postac Cream 30gm,Acne,treat the most severe form of acne (nodular acne) 
Purodil Tablet 30'SPurodil Gel 20gm,Acne,treat the most severe form of acne (nodular acne) 
Refinity 70% Kit 1'S,Acne,treat the most severe form of acne (nodular acne) 
Resoten 10mg Capsule 10'SResoten 20mg Capsule 10'S,Acne, treat acne vulgaris 
Retik Cream 30gm,Acne, treat acne vulgaris 
Retino A Micro 0.04% Gel 15gmRetino A Micro Cream 15gm,Acne, treat mild to moderate acne(spots)
Retino A 0.025% Cream 20gmRetino A 0.05% Cream 20gm,Acne,treatment of dry scaly skin disorders of the scalp
Retino A Micro 0.1% Gel 15gm,Acne,combined with anti-acne actives of both natural and synthetic origin
Retino AC Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp
Retiso 10mg Capsule 10'SRetiso 20mg Capsule 10'S,Acne,Mild to moderate acne (spots)
Revize 0.02% Creams 20gmRevize Cream 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
Revize Micro 0.04% Gel 20gmRevize Micro 0.025% Gel 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Saferet 10mg Capsule 10'SSaferet 5mg Tablet 30'SSaferet 5mg Capsule 10'SSaferet 20mg Capsule 10'SSaferet 20mg Tablet 30'SSaferet 10mg Tablet 30'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Salalin Lotion 15ml,Acne,treat the most severe form of acne (nodular acne) 
Saliac Bar 75gm,Acne,treat the most severe form of acne (nodular acne) 
Salicylix SF 12% Cream 30gmSalicylix SF 6% Cream 30gm,Acne,treat the most severe form of acne (nodular acne) 
Salisia KT Soap 75gmSALISIA 30gm Tablet 15's,Acne, treat acne vulgaris 
Salix 12 Cream 40gm,Acne, treat acne vulgaris 
Saslic Capsule 10'S,Acne, treat mild to moderate acne(spots)
Screene Ultra Lotion 100ml,Acne,treatment of dry scaly skin disorders of the scalp
Sebonac 1% Gel(Topical) 15gm,Acne,combined with anti-acne actives of both natural and synthetic origin
Senseal KF Gel 100gm,Acne,treatment of dry scaly skin disorders of the scalp
Shadowz Gel 100ml,Acne,Mild to moderate acne (spots)
Shaloxy FW 2% Solution 50ml,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
Skin Fair Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Skinbless Cream 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Skinelle Capsule 20'S,Acne,treat the most severe form of acne (nodular acne) 
Skinlite Ever Nano Gel 20gm,Acne,treat the most severe form of acne (nodular acne) 
Skinshine Soap 75gm,Acne,treat the most severe form of acne (nodular acne) 
SLC 2% Facewash 50gm,Acne, treat acne vulgaris 
Soapex Classic Soap 75gm,Acne, treat acne vulgaris 
Sotret 10mg Capsule 10'SSotret Gel 30gmSotret 40mg Capsule 10'SSotret 20mg Capsule 10'SSotret 30mg Capsule 10'SSotret Soap 75gmSotret 5mg Capsule 10'SSotret 0.05% Gel 15gm,Acne, treat mild to moderate acne(spots)
Spectraban Lotion 100mlSpectraban Lotion 60ml,Acne,treatment of dry scaly skin disorders of the scalp
Sucral MU Ointment 5gm,Acne,combined with anti-acne actives of both natural and synthetic origin
Suncros Gel 50gm,Acne," gives smooth, soft, supple and fresh feeling to the skin"
Sunprotect 50mg Lotion 60ml,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple."
Sunstop 30 Cream 50gm,Acne,treatment of dry scaly skin disorders of the scalp
Supatret 0.04% Aqueous Gel 20gmSupatret 0.10% Gel 20gm,Acne,Mild to moderate acne (spots)
Supatret C M Gel 15gmSupatret C Aqueous Gel 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
Super Glow Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Sysret 20mg Capsule 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
T M 250mg Capsule 4'S,Acne,treat the most severe form of acne (nodular acne) 
Tabtret 5mg Tablet 10'STabtret 10mg Tablet 10'S,Acne,treat the most severe form of acne (nodular acne) 
Tarsalic Oinment 20gmTarsalic Lotion 60ml,Acne,treat the most severe form of acne (nodular acne) 
Tazotene 0.10% Gel 15gmTazotene 0.05% Gel 15gm,Acne, treat acne vulgaris 
Tazret Gel(Topical) 20gmTazret Gel 15gm,Acne, treat acne vulgaris 
Tazret Forte Cream 20gmTazret Forte Cream 15gm,Acne, treat mild to moderate acne(spots)
Terramycin 30mg Injection 30mlTerramycin 50mg Injection 10mlTerramycin 10mg Eye Ointment 3GmTerramycin Injection 10ml,Acne,treatment of dry scaly skin disorders of the scalp
Terramycin S F 500mg Capsule 8'S,Acne,combined with anti-acne actives of both natural and synthetic origin
Tetilin 20mg Capsule 10'STetilin 10mg Capsule 10'S,Acne,treatment of dry scaly skin disorders of the scalp
Ticin Cream 20gm,Acne,combined with anti-acne actives of both natural and synthetic origin
Ticin Plus Gel 20gm,Acne," gives smooth, soft, supple and fresh feeling to the skin"
Tigilyn 50mg Injection 1'S,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple."
Tivenca Gel 50gm,Acne,Mild to moderate acne (spots)
Tocoderm Cream 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
Trebor 0.05% Cream 20gmTrebor Cream 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Tretimax 20mg Tablet 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Tretin 0.05% Cream 30gmTretin 0.025% Cream 30gm,Acne,treat the most severe form of acne (nodular acne) 
Tretin Iso 20mg Capsule 10'STretin Iso 10mg Capsule 10'S,Acne,treat the most severe form of acne (nodular acne) 
Tretiva 25mg Capsule 10'STretiva 5mg Capsule 10'STretiva 10mg Capsule 10'STretiva 40mg Capsule 10'STretiva 30mg Capsule 10'STretiva 20mg Capsule 10'S,Acne,treat the most severe form of acne (nodular acne) 
Triclin Cream 15gm,Acne, treat acne vulgaris 
TRI Luma Cream 15gm,Acne, treat acne vulgaris 
Trioclin Gel 15gm,Acne, treat mild to moderate acne(spots)
Tronin 0.05% Cream 20gm,Acne,treatment of dry scaly skin disorders of the scalp
Tronin MS Gel 20gm,Acne,Mild to moderate acne (spots)
Trunex Gel 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
Trunex MS Aqueous Gel 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Tufacne 10mg Capsule 10'STufacne 20mg Capsule 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Tyret O 10Mg Capsule 10's,Acne,treat the most severe form of acne (nodular acne) 
U B Fair Cream 30gm,Acne,treat the most severe form of acne (nodular acne) 
U.V. Derm Lotion 100ml,Acne,treat the most severe form of acne (nodular acne) 
Ultrabrite Cream 25gmUltrabrite Ointment 15gm,Acne, treat acne vulgaris 
Usit Gel 30gm,Acne, treat acne vulgaris 
Uvab SF Cream 30gm,Acne, treat mild to moderate acne(spots)
Varenya Cream 30gm,Acne,treatment of dry scaly skin disorders of the scalp
Vedasol 20% Gel 30gmVedasol 30% Gel 60gmVedasol 20% Gel 60gm,Acne,combined with anti-acne actives of both natural and synthetic origin
Vedasol SM Gel 30gmVedasol SM Gel 60gm,Acne," gives smooth, soft, supple and fresh feeling to the skin"
Whitfield SF 3% Ointment 30gm,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple."
Xtralite Cream 15gm,Acne,treatment of dry scaly skin disorders of the scalp
Xyloxide 2.5% Ointment 15gmXyloxide 5% Ointment 15gm,Acne,Mild to moderate acne (spots)
Yugard Cream 30gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
Zathrin 0.1/1% Gel 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Zebor Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Zerocary 0.30% Oral Solution 100ml,Acne,treat the most severe form of acne (nodular acne) 
Zinderm Bpo Gel Gel(Topical) 15gm,Acne,treat the most severe form of acne (nodular acne) 
Zinderm Iso 10mg Capsule 10'SZinderm Iso 20mg Capsule 10'S,Acne,treat the most severe form of acne (nodular acne) 
ZIT 20mg Capsule 10'sZIT 10mg Capsule 10's,Acne, treat acne vulgaris 
Zitblow 20mg Capsule 10'SZitblow 10mg Capsule 10'S,Acne, treat acne vulgaris 
Zitclin Foam Wash Gel 100ml,Acne, treat mild to moderate acne(spots)
Zyclin Nano Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp
Addnok Tablet 20'S,Adhd,combined with anti-acne actives of both natural and synthetic origin
Armod 150mg Tablet 10'SArmod 50mg Tablet 10'S,Adhd,treatment of dry scaly skin disorders of the scalp
Atokem 25mg Tablet 10'SAtokem 10mg Tablet 10'SAtokem 18mg Tablet 10'S,Adhd,Mild to moderate acne (spots)
Atrest 12.5mg Tablet 10'SAtrest 25mg Tablet 10'S,Adhd,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
Attentin 10mg Capsule 10'SAttentin 18mg Capsule 10'SAttentin 25mg Capsule 10'S,Adhd,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Attentrol 10mg Capsule 10'SAttentrol 25mg Capsule 10'SAttentrol 40 mg Capsule 10'SAttentrol 18mg Capsule 10'S,Adhd,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Attera 10mg Tablet 10'SAttera 18mg Tablet 10'SAttera 40mg Tablet 10'SAttera 25mg Tablet 10'S,Adhd,treat the most severe form of acne (nodular acne) 
Axepta 18mg Tablet 10'SAxepta 60mg Tablet 10'SAxepta 40mg Tablet 10'SAxepta 25mg Tablet 10'SAxepta 10mg Tablet 10'S,Adhd,treat the most severe form of acne (nodular acne) 
Capnea Injection 1ml,Adhd,treat the most severe form of acne (nodular acne) 
Modafil MD 100mg Tablet 10'SModafil MD 200mg Tablet 10'S,Adhd, treat acne vulgaris 
Modalert 200mg Tablet 10'SModalert 100mg Tablet 10'S,Adhd, treat acne vulgaris 
Modapro 100mg Tablet 10'SModapro 200mg Tablet 10'S,Adhd, treat mild to moderate acne(spots)
Modatec 100mg Tablet 10'SModatec 200mg Tablet 10'S,Adhd,treatment of dry scaly skin disorders of the scalp
Provake 100mg Tablet 10'SProvake 200mg Tablet 10'S,Adhd,combined with anti-acne actives of both natural and synthetic origin
Tomoxetin 18mg Capsule 10'S,Adhd,treatment of dry scaly skin disorders of the scalp
Vitibex Lip Gel 20gm,Adhd,Mild to moderate acne (spots)
Waklert 150mg Tablet 5'SWaklert 150mg Tablet 10'SWaklert 250mg Tablet 5'SWaklert 50mg Tablet 10'SWaklert 100mg Tablet 10,Adhd,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
1 AL Plus Capsule 10'S1 AL 10mg Tablet 15'S1 AL 5mg Tablet 10'S1 AL Max Tablet 10'S1 AL Syrup 30ml,Allergies,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
1 AL M 10/5mg Tablet 10'S,Allergies,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
ABICET M Tablet 10's,Allergies,treat the most severe form of acne (nodular acne) 
Acolate M Kid Syrup 60ml,Allergies,treat the most severe form of acne (nodular acne) 
Adril Lotion 100ml,Allergies,treat the most severe form of acne (nodular acne) 
Afineday Tablet 10'S,Allergies, treat acne vulgaris 
AIR 180mg Tablet 10'sAIR 120mg Tablet 10's,Allergies, treat acne vulgaris 
Airitis 5mg Tablet 10'SAiritis Syrup 30ml,Allergies, treat mild to moderate acne(spots)
Airkast L Tablet 10'S,Allergies,treatment of dry scaly skin disorders of the scalp
Airlung Tablet 10'S,Allergies,combined with anti-acne actives of both natural and synthetic origin
Airlung FX 10/120mg Tablet 10'S,Allergies," gives smooth, soft, supple and fresh feeling to the skin"
Airtek 10/5mg Tablet 10'S,Allergies,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple."
Akair LC 10/5mg Tablet 10'S,Allergies,treatment of dry scaly skin disorders of the scalp
Akuminic Syrup 60ml,Allergies,Mild to moderate acne (spots)
Alaspan 10mg Tablet 10'S,Allergies,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles
Alaspan AM Tablet 10'S,Allergies,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Alaspan Oral Solution 60ml,Allergies,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Alastin 10mg Tablet 10'S,Allergies,treat the most severe form of acne (nodular acne) 
Alcarex Eye Drops,Allergies,treat the most severe form of acne (nodular acne) 
